"ID del Sitio - prefix","ID del Sitio - number","ID del Sitio","Id Emplazamiento - prefix","Id Emplazamiento - number","Id Emplazamiento","Id EnergÃ­a - prefix","Id EnergÃ­a - number","Id EnergÃ­a","Id LegalizaciÃ³n - prefix","Id LegalizaciÃ³n - number","Id LegalizaciÃ³n",Estado,"Nombre del Sitio","Prioridad del Site","CategorÃ­a Site",Host,Description,"Tipo de Site","Next preventive maintenance visit","O&M subcontractor","O&M manager","Coordenadas - Latitude - WGS 84","Coordenadas - Longitude - WGS 84","Coordenadas - Elevation","Teleporte Site Id","Site Sera4","Site Sera4 Info","Sync To Sera4's Site","Sera4 site id","Site total costs","Tag from location","Griet Site","Responsable GRIET","Zona Totem",Observaciones,"Tipo de Infraestructura","Resultado Previabilidad Fibra","Motivo Previabilidad Desfavorable","Causas Abandono","Fecha de RFI","Fecha InstalaciÃ³n Tenant","Fecha Desmantelamiento","Site ID (client)"
SPA-MX,187,SPA-MX00187,LO,4285,LO-004285,PW,4325,PW-4325,AA,4295,AA-4295,Activo,MX0187,P1,DDEE,,,"Nueva Demanda",,,,40.45109,-3.584227,604.0,,false,,false,,,,false,,RCEN,"CENTRO GRIET -",TORRE,,,,,,,MX0187
SPA-NA,1032,SPA-NA01032,LO,5082,LO-005082,PW,5116,PW-5116,AA,5087,AA-5087,Activo,NA1032,P3,Macro,,"PARAJE UZQUETE","Nueva Demanda",,,,43.086371,-1.602941,500.0,,false,,false,,,,false,,RNOR,,TORRE,,,,,,,NA1032
SPA-MA,2586,SPA-MA02586,,,-,,,-,,,-,Viabilidad,MA2586,P3,,,,Repliegue,,,,,,,,false,,false,,,,false,,RSUR,,TORRE,,,,,,,
SPA-MA,3023,SPA-MA03023,LO,3958,LO-003958,PW,4001,PW-4001,AA,3969,AA-3969,Activo,MA3023,P3,DDEE,,,"Nueva Demanda",,,,36.529135,-4.632467,0.0,,false,,false,,,,false,,RSUR,,AZOTEA,,,,,,,MA3023
SPA-MA,2457,SPA-MA02457,LO,3800,LO-003800,PW,3844,PW-3844,AA,3811,AA-3811,Activo,MA2457,P3,Macro,,,"Nueva Demanda",,,,36.728104,-4.412026,53.0,,false,,false,,,,false,,RSUR,,AZOTEA,,,,,,,MA2457
SPA-TX,7623,SPA-TX07623,LO,6845,LO-006845,PW,6866,PW-6866,AA,6844,AA-6844,Activo,TX7623,P1,Macro,,"JUMPING VDF","Nueva Demanda",,,,41.075889,1.143818,0.0,,false,,false,,,,false,,REST,,AZOTEA,,,,,,,TX7623
SPA-NA,74,SPA-NA00074,LO,5050,LO-005050,PW,5085,PW-5085,AA,5055,AA-5055,Activo,NA0074,P3,Macro,,,"Nueva Demanda",,,,42.049581,-1.858584,447.0,,false,,false,,,,false,,RNOR,,TORRE,,,,,,,NA0074
SPA-VX,134,SPA-VX00134,LO,7291,LO-007291,PW,7306,PW-7306,AA,7290,AA-7290,Activo,VX0134,P3,Macro,,"BTS VALR0819","Nueva Demanda",,,,39.634149,-0.337773,25.0,,false,,false,,,,false,,REST,,TORRE,,,,,,,VX0134
SPA-TX,7632,SPA-TX07632,LO,6851,LO-006851,PW,6872,PW-6872,AA,6850,AA-6850,Activo,TX7632,P3,Macro,,,"Nueva Demanda",,,,41.072633,1.052349,0.0,,false,,false,,,,false,,REST,,AZOTEA,,,,,,,TX7632
SPA-GC,101,SPA-GC00101,LO,2379,LO-002379,PW,2428,PW-2428,AA,2393,AA-2393,Activo,GC0101,P3,Macro,,,"Nueva Demanda",,,,28.026016,-15.414789,220.0,,false,,false,,,,false,,RCEN,,AZOTEA,,,,,,,GC0101
SPA-BI,531,SPA-BI00531,,,-,,,-,,,-,Viabilidad,BI0531,P3,,,,"Nueva Demanda",,,,,,,,false,,false,,,,false,,RNOR,,Fachada,,,,,,,
SPA-GC,243,SPA-GC00243,LO,2423,LO-002423,PW,2470,PW-2470,AA,2437,AA-2437,Activo,GC0243,P2,Macro,,"EDIFICIO INMOBILIARIA BETANCOR","Nueva Demanda",,,,28.125029,-15.438138,89.0,,false,,false,,,,false,,RCEN,"GRUPO IBSA",AZOTEA,,,,,,,GC0243
SPA-MX,938,SPA-MX00938,LO,4515,LO-004515,PW,4558,PW-4558,AA,4525,AA-4525,Activo,MX0938,P3,DDEE,,,"Nueva Demanda",,,,40.372315,-3.675797,700.0,,false,,false,,,,false,,RCEN,,TORRE,,,,,,,MX0938
SPA-CR,3308,SPA-CR03308,LO,1788,LO-001788,PW,1845,PW-1845,AA,1803,AA-1803,Activo,CR3308,P3,Macro,,,"Nueva Demanda",,,,38.975983,-3.339081,672.0,,false,,false,,,,false,,RCEN,,TORRE,,,,,,,CR3308
SPA-BX,3520,SPA-BX03520,,,-,,,-,,,-,Viabilidad,BX3520,P3,,,,Repliegue,,,,,,,,false,,false,,,,false,,REST,,AZOTEA,,,,,,,
SPA-MX,8588,SPA-MX08588,LO,4982,LO-004982,PW,5020,PW-5020,AA,4989,AA-4989,Activo,MX8588,P3,Macro,,,"Nueva Demanda",,,,40.439605,-3.624523,671.0,,false,,false,,,,false,,RCEN,,AZOTEA,,,,,,,MX8588
SPA-AV,8944,SPA-AV08944,LO,223,LO-000223,PW,287,PW-0287,AA,222,AA-0222,Activo,AV8944,P3,Macro,,,"Nueva Demanda",,,,40.868622,-4.866874,895.0,,false,,false,,,,false,,RNOR,,TORRE,,,,,,,AV8944
SPA-BX,585,SPA-BX00585,LO,968,LO-000968,PW,1025,PW-1025,AA,984,AA-0984,Activo,BX0585,P3,DDEE,,,"Nueva Demanda",,,,41.441016,2.2295,13.0,,false,,false,,,,false,,REST,,AZOTEA,,,,,,,BX0585
SPA-BX,4446,SPA-BX04446,LO,1374,LO-001374,PW,1431,PW-1431,AA,1390,AA-1390,Activo,BX4446,P3,"PeticiÃ³n Cliente",,,"Nueva Demanda",,,,41.386281,2.170957,17.0,,false,,false,,,,false,,REST,,Farola,,,,,,,BX4446
SPA-TX,87,SPA-TX00087,LO,6814,LO-006814,PW,6835,PW-6835,AA,6813,AA-6813,Desmantelado,TX0087,P3,Macro,,,"Nueva Demanda",,,,41.121206,1.274868,10.0,,false,,false,,,,false,,REST,,AZOTEA,,,,,,,TX0087
SPA-VX,1172,SPA-VX01172,LO,7466,LO-007466,PW,7479,PW-7479,AA,7464,AA-7464,Activo,VX1172,P2,Macro,,VAL0172,"Nueva Demanda",,,,39.508427,-0.442711,77.0,,false,,false,,,,false,,REST,,AZOTEA,,,,,,,VX1172
SPA-TO,9002,SPA-TO09002,LO,6796,LO-006796,PW,6817,PW-6817,AA,6796,AA-6796,Activo,TO9002,P1,Macro,,,"Nueva Demanda",,,,39.678195,-4.639498,842.0,,false,,false,,,,false,,RCEN,,TORRE,,,,,,,TO9002
SPA-IB,266,SPA-IB00266,LO,3133,LO-003133,PW,3178,PW-3178,AA,3146,AA-3146,Activo,IB0266,P3,Macro,,,"Nueva Demanda",,,,39.948864,4.270831,38.0,,false,,false,,,,false,,REST,,TORRE,,,,,,,IB0266
SPA-LE,1727,SPA-LE01727,LO,3482,LO-003482,PW,3529,PW-3529,AA,3494,AA-3494,Activo,LE1727,P2,Macro,,,"Nueva Demanda",,,,42.170149,-5.7733,758.0,,false,,false,,,,false,,RNOR,,TORRE,,,,,,,LE1727
SPA-BU,4170,SPA-BU04170,LO,671,LO-000671,PW,727,PW-0727,AA,689,AA-0689,Activo,BU4170,P3,Macro,,,"Nueva Demanda",,,,42.390291,-3.700262,926.0,,false,,false,,,,false,,RNOR,,TORRE,,,,,,,BU4170
SPA-MX,3935,SPA-MX03935,LO,4771,LO-004771,PW,4810,PW-4810,AA,4778,AA-4778,Activo,MX3935,P3,Macro,,,"Nueva Demanda",,,,40.467974,-3.800527,700.0,,false,,false,,,,false,,RCEN,,AZOTEA,,,,,,,MX3935
SPA-MX,3900,SPA-MX03900,LO,4762,LO-004762,PW,4801,PW-4801,AA,4769,AA-4769,Activo,MX3900,P1,"PeticiÃ³n Cliente",,,"Nueva Demanda",,,,40.389507,-3.850352,650.0,,false,,false,,,,false,,RCEN,"CENTRO GRIET - para inis solicitar acceso a: comunicacionesrrff@produban.com 911756819 indicando datos tecnicos, especificar trabajo a realizar y fecha de acceso, para TP tramitar a traves de David Zueco (david.zueco@orange.com) (E/// 25.4.2014)--",TORRE,,,,,,,MX3900
SPA-OX,297,SPA-OX00297,,,-,,,-,,,-,Viabilidad,OX0297,P3,,,,"Nueva Demanda",,,,,,,,false,,false,,,,false,,RNOR,,AZOTEA,,,,,,,OX0297
SPA-LE,130,SPA-LE00130,,,-,,,-,,,-,Viabilidad,LE0130,P3,,,,"Nueva Demanda",,,,,,,,false,,false,,,,false,,RNOR,,Fachada,,,,,,,
SPA-VX,1659,SPA-VX01659,LO,7568,LO-007568,PW,7579,PW-7579,AA,7566,AA-7566,Activo,VX1659,P3,Macro,,,"Nueva Demanda",,,,39.447649,-0.606302,25.0,,false,,false,,,,false,,REST,,TORRE,,,,,,,VX1659
SPA-CX,13,SPA-CX00013,LO,2068,LO-002068,PW,2118,PW-2118,AA,2083,AA-2083,Activo,CX0013,P1,Macro,,,"Nueva Demanda",,,,43.358939,-8.419397,67.0,,false,,false,,,,false,,RNOR,,AZOTEA,,,,,,,CX0013
SPA-ZX,350,SPA-ZX00350,LO,7746,LO-007746,PW,7756,PW-7756,AA,7744,AA-7744,Activo,ZX0350,P2,Macro,,,"Nueva Demanda",,,,41.66865,-0.890282,203.0,,false,,false,,,,false,,REST,,AZOTEA,,,,,,,ZX0350
SPA-CR,3027,SPA-CR03027,LO,1710,LO-001710,PW,1767,PW-1767,AA,1725,AA-1725,Activo,CR3027,P3,DDEE,,,"Nueva Demanda",,,,39.117491,-3.895038,621.0,,false,,false,,,,false,,RCEN,,TORRE,,,,,,,CR3027
SPA-SO,9740,SPA-SO09740,LO,6117,LO-006117,PW,6151,PW-6151,AA,6119,AA-6119,Activo,SO9740,P3,Macro,,"RAN SHARING VDF 0305SO","Nueva Demanda",,,,41.83164,-3.004011,1117.0,,false,,false,,,,false,,RNOR,,TORRE,,,,,,,SO9740
SPA-VI,8614,SPA-VI08614,LO,7147,LO-007147,PW,7165,PW-7165,AA,7146,AA-7146,Activo,VI8614,P3,Macro,,"CALLE ABENDAÃO, 3","Nueva Demanda",,,,42.843535,-2.684179,524.0,,false,,false,,,,false,,RNOR,,AZOTEA,,,,,,,VI8614
SPA-GI,6,SPA-GI00006,LO,2512,LO-002512,PW,2558,PW-2558,AA,2526,AA-2526,Activo,GI0006,P1,Macro,,"ADIF: ESTACIÃN RIELLS Y VIABREA. 323-2012-0086","Nueva Demanda",,,,41.726787,2.570601,100.0,,false,,false,,,,false,,REST,,TORRE,,,,,,,GI0006
SPA-TO,2106,SPA-TO02106,LO,6778,LO-006778,PW,6799,PW-6799,AA,6778,AA-6778,Desmantelado,TO2106,P3,DDEE,,"ADIF: 321-2013-0199. AVE PK 97/893","Nueva Demanda",,,,39.609164,-3.794147,775.0,,false,,false,,,,false,,RCEN,,TORRE,,,,,,,TO2106
SPA-SS,5499,SPA-SS05499,LO,6215,LO-006215,PW,6247,PW-6247,AA,6215,AA-6215,Activo,SS5499,P3,Macro,,,"Nueva Demanda",,,,43.180197,-2.485953,0.0,,false,,false,,,,false,,RNOR,,AZOTEA,,,,,,,SS5499
SPA-VX,4395,SPA-VX04395,,,-,,,-,,,-,Viabilidad,VX4395,P3,,,,"Nueva Demanda",,,,,,,,false,,false,,,,false,,REST,,Fachada,,,,,,,
SPA-MX,3812,SPA-MX03812,LO,4745,LO-004745,PW,4784,PW-4784,AA,4752,AA-4752,Activo,MX3812,P3,Macro,,,"Nueva Demanda",,,,40.470149,-3.700523,739.0,,false,,false,,,,false,,RCEN,,AZOTEA,,,,,,,MX3812
SPA-BU,4304,SPA-BU04304,LO,733,LO-000733,PW,787,PW-0787,AA,751,AA-0751,Activo,BU4304,P3,Macro,,,"Nueva Demanda",,,,42.847913,-3.416366,576.0,,false,,false,,,,false,,RNOR,,TORRE,,,,,,,BU4304
SPA-CC,6177,SPA-CC06177,LO,1547,LO-001547,PW,1604,PW-1604,AA,1563,AA-1563,Activo,CC6177,P3,Macro,,,"Nueva Demanda",,,,40.335303,-6.240232,521.0,,false,,false,,,,false,,RSUR,,TORRE,,,,,,,CC6177
SPA-IB,112,SPA-IB00112,LO,3068,LO-003068,PW,3114,PW-3114,AA,3082,AA-3082,Activo,IB0112,P1,Macro,,,"Nueva Demanda",,,,39.96899,3.836692,3.0,,false,,false,,,,false,,REST,,AZOTEA,,,,,,,IB0112
SPA-MX,2017,SPA-MX02017,LO,4598,LO-004598,PW,4637,PW-4637,AA,4605,AA-4605,Desmantelado,MX2017,P3,Macro,,,"Nueva Demanda",,,,40.576603,-3.927575,828.0,,false,,false,,,,false,,RCEN,,AZOTEA,,,,,,,MX2017
SPA-MU,295,SPA-MU00295,LO,4107,LO-004107,PW,4149,PW-4149,AA,4117,AA-4117,Activo,MU0295,P2,Macro,,,"Nueva Demanda",,,,38.044834,-1.0988,74.0,,false,,false,,,,false,,REST,,TORRE,,,,,,,MU0295
SPA-VA,2104,SPA-VA02104,LO,6988,LO-006988,PW,7007,PW-7007,AA,6987,AA-6987,Activo,VA2104,P3,Macro,,,"Nueva Demanda",,,,41.667468,-4.708857,696.0,,false,,false,,,,false,,RNOR,"13/12/13 presentad ficha pti  LTE + U900",AZOTEA,,,,,,,VA2104
SPA-LX,9420,SPA-LX09420,LO,3707,LO-003707,PW,3751,PW-3751,AA,3719,AA-3719,Activo,LX9420,P1,Macro,,,"Nueva Demanda",,,,41.673098,1.272069,548.0,,false,,false,,,,false,,REST,"El convenio prohibe la cesiÃ³n o subarriendo a Terceros.",AZOTEA,,,,,,,LX9420
SPA-TX,7700,SPA-TX07700,LO,6895,LO-006895,PW,6916,PW-6916,AA,6894,AA-6894,Activo,TX7700,P3,Macro,,,"Nueva Demanda",,,,41.160777,1.114579,112.0,,false,,false,,,,false,,REST,,AZOTEA,,,,,,,TX7700
SPA-BI,538,SPA-BI00538,,,-,,,-,,,-,Viabilidad,BI0538,P3,,,,"Nueva Demanda",,,,,,,,false,,false,,,,false,,RNOR,,Fachada,,,,,,,
SPA-IB,3076,SPA-IB03076,,,-,,,-,,,-,Viabilidad,IB3076,P3,,,,"Nueva Demanda",,,,,,,,false,,false,,,,false,,REST,,AZOTEA,,,,,,,IB3076
SPA-IB,151,SPA-IB00151,LO,3087,LO-003087,PW,3133,PW-3133,AA,3100,AA-3100,Activo,IB0151,P3,Macro,,,"Nueva Demanda",,,,39.915499,4.038031,10.0,,false,,false,,,,false,,REST,,AZOTEA,,,,,,,IB0151
SPA-SE,1205,SPA-SE01205,LO,5947,LO-005947,PW,5981,PW-5981,AA,5950,AA-5950,Activo,SE1205,P3,Macro,,"PLAN POLIGONO 2016","Nueva Demanda",,,,37.358638,-6.143214,105.0,,false,,false,,,,false,,RSUR,,AZOTEA,,,,,,,SE1205
SPA-VX,923,SPA-VX00923,LO,7392,LO-007392,PW,7405,PW-7405,AA,7390,AA-7390,Activo,VX0923,P3,Macro,,"LOS LAGOS SAN PATRICIO","Nueva Demanda",,,,39.280266,-0.50592,50.0,,false,,false,,,,false,,REST,,TORRE,,,,,,,VX0923
SPA-NA,114,SPA-NA00114,LO,5066,LO-005066,PW,5100,PW-5100,AA,5071,AA-5071,Activo,NA0114,P3,Macro,,"AV. DE ZARAGOZA 26","Nueva Demanda",,,,42.806003,-1.64447,436.0,,false,,false,,,,false,,RNOR,,AZOTEA,,,,,,,NA0114
SPA-CX,8,SPA-CX00008,LO,2065,LO-002065,PW,2115,PW-2115,AA,2080,AA-2080,Activo,CX0008,P3,Macro,,,"Nueva Demanda",,,,43.363761,-8.413086,36.0,,false,,false,,,,false,,RNOR,"2021 DNO -Nos indica el Sr. Presidente , que les llamen que el les abre Julio Suarez 698 191 232",AZOTEA,,,,,,,CX0008
SPA-GU,9159,SPA-GU09159,LO,2785,LO-002785,PW,2832,PW-2832,AA,2799,AA-2799,Activo,GU9159,P1,Macro,,"N-204 GARGOLES DE ABAJO","Nueva Demanda",,,,40.739809,-2.62742,893.0,,false,,false,,,,false,,RCEN,"CENTRO GRIET -",TORRE,,,,,,,GU9159
SPA-CO,7238,SPA-CO07238,LO,1658,LO-001658,PW,1715,PW-1715,AA,1673,AA-1673,Activo,CO7238,P1,Macro,,,"Nueva Demanda",,,,37.278716,-4.492348,478.0,,false,,false,,,,false,,RSUR,,TORRE,,,,,,,CO7238
SPA-MU,515,SPA-MU00515,LO,4141,LO-004141,PW,4183,PW-4183,AA,4151,AA-4151,Activo,MU0515,P3,Macro,,,"Nueva Demanda",,,,38.115108,-1.282968,128.0,,false,,false,,,,false,,REST,,TORRE,,,,,,,MU0515
SPA-TO,1141,SPA-TO01141,LO,6762,LO-006762,PW,6783,PW-6783,AA,6762,AA-6762,Activo,TO1141,P3,Macro,,,"Nueva Demanda",,,,39.959493,-4.967763,0.0,,false,,false,,,,false,,RCEN,,TORRE,,,,,,,TO1141
SPA-CX,1572,SPA-CX01572,LO,2213,LO-002213,PW,2263,PW-2263,AA,2228,AA-2228,Activo,CX1572,P3,Macro,,,"Nueva Demanda",,,,42.824736,-8.418046,306.0,,false,,false,,,,false,,RNOR,,AZOTEA,,,,,,,CX1572
SPA-BX,485,SPA-BX00485,LO,920,LO-000920,PW,977,PW-0977,AA,936,AA-0936,Activo,BX0485,P1,Macro,,,"Nueva Demanda",,,,41.402359,2.162843,54.0,,false,,false,,,,false,,REST,,AZOTEA,,,,,,,BX0485
SPA-VX,29,SPA-VX00029,LO,7221,LO-007221,PW,7238,PW-7238,AA,7220,AA-7220,Activo,VX0029,P3,Macro,,"Jumping VDF","Nueva Demanda",,,,39.474736,-0.546203,0.0,,false,,false,,,,false,,REST,"VODAFONE JUMPING",,,,,,,,VX0029
SPA-GC,89,SPA-GC00089,LO,2374,LO-002374,PW,2423,PW-2423,AA,2388,AA-2388,Activo,GC0089,P3,Macro,,"LAS TORRES","Nueva Demanda",,,,28.122046,-15.436167,106.0,,false,,false,,,,false,,RCEN,,AZOTEA,,,,,,,GC0089
SPA-CA,5211,SPA-CA05211,LO,1517,LO-001517,PW,1575,PW-1575,AA,1533,AA-1533,Activo,CA5211,P1,Macro,,,"Nueva Demanda",,,,36.296586,-5.305904,69.0,,false,,false,,,,false,,RSUR,,TORRE,,,,,,,CA5211
SPA-MA,2576,SPA-MA02576,LO,3840,LO-003840,PW,3883,PW-3883,AA,3851,AA-3851,Activo,MA2576,P1,Macro,,,"Nueva Demanda",,,,36.721408,-4.404919,5.0,,false,,false,,,,false,,RSUR,,AZOTEA,,,,,,,MA2576
SPA-CU,8498,SPA-CU08498,LO,2020,LO-002020,PW,2071,PW-2071,AA,2035,AA-2035,Activo,CU8498,P3,Macro,,,"Nueva Demanda",,,,39.717979,-2.226704,903.0,,false,,false,,,,false,,RCEN,,TORRE,,,,,,,CU8498
SPA-MU,242,SPA-MU00242,LO,4095,LO-004095,PW,4137,PW-4137,AA,4105,AA-4105,Activo,MU0242,P3,DDEE,,MUR4013,"Nueva Demanda",,,,37.599768,-0.978915,0.0,,false,,false,,,,false,,REST,,AZOTEA,,,,,,,MU0242
